v0115	Unclassified,Bacteroidota,Prevotella amnii, Prevotella sp000479005, Prevotella sp000758925, Prevotella timonensis_A, Prevotella unknown
v0116	Virgaviridae,Eukaryote,Eukaryote
v0117	Siphoviridae,Actinomycetota,Fannyhessea massiliensis, Fannyhessea unknown, Fannyhessea vaginae
v0118	Inoviridae,Pseudomonadota,Escherichia coli
v0119	Unclassified,Actinomycetota,Bifidobacterium piotii, Bifidobacterium swidsinskii, Bifidobacterium unknown, Bifidobacterium vaginale, Bifidobacterium vaginale_A, Bifidobacterium vaginale_C, Bifidobacterium vaginale_F, Bifidobacterium vaginale_H
v011a	Podoviridae,Actinomycetota,Bifidobacterium breve, Bifidobacterium longum
v011b	Siphoviridae,Actinomycetota, Bacillota_C,Bifidobacterium vaginale, Megasphaera hutchinsoni, Megasphaera lornae
v011c	Unclassified,Actinomycetota,Fannyhessea massiliensis, Fannyhessea unknown, Fannyhessea vaginae
v011d	Unclassified,Bacteroidota,Prevotella sp000758925, Prevotella timonensis_A, Prevotella unknown
v011e	Unclassified,Bacillota, Bacillota_A, Bacillota_C,Aerococcus christensenii, Anaerococcus tetradius, Dialister micraerophilus, Gemella asaccharolytica, Lactobacillus crispatus, Lactobacillus iners, Peptoniphilus_A lacrimalis
v011f	Myoviridae,Pseudomonadota,Haemophilus_D unknown
v0120	Siphoviridae,Actinomycetota,Pseudoglutamicibacter albus
v0121	Siphoviridae,Bacillota,Staphylococcus epidermidis
v0122	Siphoviridae,Actinomycetota, Bacteroidota,Bifidobacterium leopoldii, Bifidobacterium piotii, Bifidobacterium swidsinskii, Bifidobacterium unknown, Bifidobacterium vaginale, Bifidobacterium vaginale_A, Bifidobacterium vaginale_C, Bifidobacterium vaginale_D, Bifidobacterium vaginale_H, Prevotella timonensis_A
v0123	Myoviridae,Bacillota_A,Peptoniphilus_A harei_A, Peptoniphilus_A lacrimalis, Peptoniphilus_A vaginalis, Peptoniphilus_B unknown
